,name,id,latitude,longitude,altitude,velocity,visibility,footprint,timestamp,daynum,solar_lat,solar_lon,units
132,iss,25544,30.075462710593,92.859418103916,414.47200271646,27602.732808163,daylight,4479.2318803442,1686649404,2460108.9051389,23.206075440778,34.15702737204,kilometers
133,iss,25544,29.393037763099,93.593289388878,414.4183915533,27602.46560017,daylight,4478.9570265898,1686649419,2460108.9053125,23.206085242261,34.094536446611,kilometers
134,iss,25544,28.65989024444,94.364419850494,414.36444949403,27602.171472321,daylight,4478.680455699,1686649435,2460108.9054977,23.206095696947,34.027879481849,kilometers
135,iss,25544,27.921572267078,95.123938206877,414.31406140465,27601.867766804,daylight,4478.4220879094,1686649451,2460108.9056829,23.206106151398,33.96122251711,kilometers
136,iss,25544,27.224901578017,95.825824204524,414.27023499214,27601.574187917,daylight,4478.1973507542,1686649466,2460108.9058565,23.206115952238,33.898731591744,kilometers
137,iss,25544,26.477192030539,96.564065659754,414.22732062532,27601.2514303,daylight,4477.9772771848,1686649482,2460108.9060417,23.206126406262,33.832074459435,kilometers
138,iss,25544,25.772092077578,97.246741207499,414.1908577205,27600.939698036,daylight,4477.7902776873,1686649497,2460108.9062153,23.206136206677,33.76958353411,kilometers
139,iss,25544,25.015778706225,97.965262597721,414.15617155492,27600.597278117,daylight,4477.6123813606,1686649513,2460108.9064005,23.206146660222,33.702926569452,kilometers
140,iss,25544,24.255314125526,98.674198272708,414.12601777724,27600.244487397,daylight,4477.4577234917,1686649529,2460108.9065856,23.206157113533,33.636269604832,kilometers
141,iss,25544,23.538776700069,99.330468750811,414.10203277608,27599.904201717,daylight,4477.334700465,1686649544,2460108.9067593,23.206166913304,33.573778679569,kilometers
142,iss,25544,22.77080274589,100.02194098369,414.08119313034,27599.530923791,daylight,4477.2278071486,1686649560,2460108.9069444,23.206177366162,33.507121714986,kilometers
143,iss,25544,21.999217092502,100.70495697063,414.06542617043,27599.146884892,daylight,4477.1469312251,1686649576,2460108.9071296,23.206187818786,33.440464750425,kilometers
